form	status	emphasis	"meaning change"	type	novel	lineno	matchno	sent
0	1			0	Verhulst_LaatsteLiefdeVan	33	4	"Maar nu was ze gelukkig , veel gelukkiger eigenlijk dan ze ooit met de hulp van Home Is Where My Children Cry was geweest , en ze nam er haar tijd voor om voluit te beseffen dát ze het was ."
0	1			0	Verhulst_LaatsteLiefdeVan	34	1	"Hier , in dit dorpje van tien vliegenscheten groot , gelegen in het Zwarte Woud , waar ze op vakantie was , de eerste vakantie van haar met haar nieuwe man , Wannes , Impens Wannes , en het kind dat ze , samen met een paar kookpotten , een stofzuiger , een sofa en het eerder genoemde televisietoestel had overgehouden aan haar eerste huwelijk ."
0	1			0	Verhulst_LaatsteLiefdeVan	34	2	"Hier , in dit dorpje van tien vliegenscheten groot , gelegen in het Zwarte Woud , waar ze op vakantie was , de eerste vakantie van haar met haar nieuwe man , Wannes , Impens Wannes , en het kind dat ze , samen met een paar kookpotten , een stofzuiger , een sofa en het eerder genoemde televisietoestel had overgehouden aan haar eerste huwelijk ."
0	1			0	Verhulst_LaatsteLiefdeVan	36	1	"En hoewel ze weinig reden had om zich over te leveren aan een ontwakende nostalgische aard , deed deze stilte haar denken aan het straatje uit haar kinderjaren , een cul-de-sac , een straat die als een blindedarm was aangesloten op het wegennet en waarin nooit een wagen kwam ."
0	1			0	Verhulst_LaatsteLiefdeVan	39	1	"De eerste patiënt , Germaine Naessens , werd met haar negentig kilogrammen op het bagagerek van een fiets gezet en naar het hospitaal gereden , waar ze nooit levend is aangekomen ."
0	1			0	Verhulst_LaatsteLiefdeVan	44	1	"Ze keek naar de haar omringende velden , de zachte glooiingen , de bomen waarin de vogels vrolijk drukte maakten , de lucht die leek te zijn gekleurd met potlood nummer 161 uit een doos crayons van Caran d'Ache ."
0	1			0	Verhulst_LaatsteLiefdeVan	45	1	"Ze voelde de zon gezapig branden op haar armen , dacht daarbij nog niet aan huidkanker , nipte van haar kop koffie en was gelukkig , misschien wel op het hoogtepunt van haar leven ."
0	1			0	Verhulst_LaatsteLiefdeVan	46	1	"Toen vroeg haar zoon Jimmy verveeld of ze nog lang zouden blijven zitten op dat terras en was Martine al over haar hoogtepunt heen ."
0				0	Verhulst_LaatsteLiefdeVan	47	1	" Wat zou je ervan denken indien wij deze zomer eens op reis gingen ' , had Wannes gevraagd en hij voegde er meteen aan toe : ' Wij , met ons drietjes ' , waarmee hij te kennen gaf ook Jimmy , tenslotte toch het kind van een ander , te willen dulden gedurende zijn schaarse vakantiedagen ."
1				0	Verhulst_LaatsteLiefdeVan	47	2	" Wat zou je ervan denken indien wij deze zomer eens op reis gingen ' , had Wannes gevraagd en hij voegde er meteen aan toe : ' Wij , met ons drietjes ' , waarmee hij te kennen gaf ook Jimmy , tenslotte toch het kind van een ander , te willen dulden gedurende zijn schaarse vakantiedagen ."
1	2	1		0	Verhulst_LaatsteLiefdeVan	47	3	" Wat zou je ervan denken indien wij deze zomer eens op reis gingen ' , had Wannes gevraagd en hij voegde er meteen aan toe : ' Wij , met ons drietjes ' , waarmee hij te kennen gaf ook Jimmy , tenslotte toch het kind van een ander , te willen dulden gedurende zijn schaarse vakantiedagen ."
0				0	Verhulst_LaatsteLiefdeVan	49	1	"Maar blijkbaar hadden vrouwen eerst een rothuwelijk nodig vooraleer ze in staat waren verliefd op hem te worden ."
0				4	Verhulst_LaatsteLiefdeVan	55	1	"Toen hij , op de leeftijd van zevenentwintig , zijn ouders inlichtte het huis eindelijk te verlaten , zij het schandelijk genoeg voor een reeds getrouwde vrouw , had zijn vader hem verrast : ' Daar is helemaal geen schande aan , Wannes ."
0	1			0	Verhulst_LaatsteLiefdeVan	57	1	"Je hebt nu een vrouw die je niet moet roderen , ik wens je 'r alle geluk van de wereld mee . '"
0	1			0	Verhulst_LaatsteLiefdeVan	57	2	"Je hebt nu een vrouw die je niet moet roderen , ik wens je 'r alle geluk van de wereld mee . '"
0	1			0	Verhulst_LaatsteLiefdeVan	57	3	"Je hebt nu een vrouw die je niet moet roderen , ik wens je 'r alle geluk van de wereld mee . '"
0	1			0	Verhulst_LaatsteLiefdeVan	59	1	"Ze woonden nog maar samen sinds februari , op een appartement waarvoor ze een meer dan behoorlijke som huurwaarborg hadden neergeteld en dat ze als moderne mensen met tapis-plain hadden bekleed ."
0	1			0	Verhulst_LaatsteLiefdeVan	59	2	"Ze woonden nog maar samen sinds februari , op een appartement waarvoor ze een meer dan behoorlijke som huurwaarborg hadden neergeteld en dat ze als moderne mensen met tapis-plain hadden bekleed ."
0	1			0	Verhulst_LaatsteLiefdeVan	59	3	"Ze woonden nog maar samen sinds februari , op een appartement waarvoor ze een meer dan behoorlijke som huurwaarborg hadden neergeteld en dat ze als moderne mensen met tapis-plain hadden bekleed ."
0	1			0	Verhulst_LaatsteLiefdeVan	60	1	"Voorlopig aten ze nog met z'n drieën aan een keukentafeltje waarop amper plaats was voor een spelbord scrabble , om de kosten te spreiden en niet meteen hun hele uitzet bij elkaar te kopen ."
1				1	Verhulst_LaatsteLiefdeVan	60	2	"Voorlopig aten ze nog met z'n drieën aan een keukentafeltje waarop amper plaats was voor een spelbord scrabble , om de kosten te spreiden en niet meteen hun hele uitzet bij elkaar te kopen ."
0	2			2	Verhulst_LaatsteLiefdeVan	69	1	"Van vandaag op morgen kon je jouw ontslagbrief krijgen , zomaar , zonder nader commentaar , en soms zelfs zonder dank voor bewezen diensten ."
0	2			2	Verhulst_LaatsteLiefdeVan	70	1	"Je hoorde niets anders en de vakbonden hadden er het kijken naar ."
1				1	Verhulst_LaatsteLiefdeVan	71	1	"Her en der kwamen de communisten weer uit hun doofpotten gekropen ; dat was niet bepaald omdat het goed ging met de economie ."
0				0	Verhulst_LaatsteLiefdeVan	75	1	"Nu zijn moeder iemand gevonden had die ze graag zag en zij eindelijk ook zelf eens door iemand anders dan haar zoon geknuffeld werd , had de kleine Jimmy een nieuwe bron van affectie aan te boren ."
1		1		0	Verhulst_LaatsteLiefdeVan	75	2	"Nu zijn moeder iemand gevonden had die ze graag zag en zij eindelijk ook zelf eens door iemand anders dan haar zoon geknuffeld werd , had de kleine Jimmy een nieuwe bron van affectie aan te boren ."
0				3	Verhulst_LaatsteLiefdeVan	76	1	"Moederliefde , ze zou niet helemaal vervangbaar zijn volgens Freuds adepten , maar een hond kon toch veel van het vuilste psychologische herstelwerk opknappen ."
1				0	Verhulst_LaatsteLiefdeVan	78	1	"De waarheid was dat zij de kostprijs van de hondenbrokken en een leiband veel te hoog vond ."
0	2			0	Verhulst_LaatsteLiefdeVan	82	1	" Je ziet dat het niet van mij is ! '"
1	2	1		0	Verhulst_LaatsteLiefdeVan	82	2	" Je ziet dat het niet van mij is ! '"
0				0	Verhulst_LaatsteLiefdeVan	89	1	"Aangezien ze een kelder hadden wensten ze niet als iedereen mee op te gaan in de naoorlogse consumptiegekte door zich een koelkast aan te schaffen ."
0				0	Verhulst_LaatsteLiefdeVan	89	2	"Aangezien ze een kelder hadden wensten ze niet als iedereen mee op te gaan in de naoorlogse consumptiegekte door zich een koelkast aan te schaffen ."
0	1			0	Verhulst_LaatsteLiefdeVan	90	1	"Waarom zouden ze ?"
1				1	Verhulst_LaatsteLiefdeVan	96	1	"Als roquefort de tafels van de rijken sierde , wat zouden de gewone mensen dan hun neus optrekken voor een sneetje beschimmelde tarwe ?"
1				1	Verhulst_LaatsteLiefdeVan	97	1	"Zure melk werd verwerkt in een gerecht dat extremistische christenen traditioneel op Goede Vrijdag aten , uit solidariteit met het leed van hun Heer ."
0	2			2	Verhulst_LaatsteLiefdeVan	99	1	"Vroeg je Martine wat het belangrijkste artefact was van de huisvrouw , dan zou zij hebben gegokt op de schaar , waarmee je een hele hoop kortingsbonnen uit bladen kon knippen ."
1				0	Verhulst_LaatsteLiefdeVan	99	2	"Vroeg je Martine wat het belangrijkste artefact was van de huisvrouw , dan zou zij hebben gegokt op de schaar , waarmee je een hele hoop kortingsbonnen uit bladen kon knippen ."
0	2			2	Verhulst_LaatsteLiefdeVan	99	3	"Vroeg je Martine wat het belangrijkste artefact was van de huisvrouw , dan zou zij hebben gegokt op de schaar , waarmee je een hele hoop kortingsbonnen uit bladen kon knippen ."
0	1			0	Verhulst_LaatsteLiefdeVan	100	1	"Schoendozen vol kortingsbonnen bezat ze , die ze bewaarde in de kast waar ook de koekjestrommel vol mantelknopen zat ."
0	1			0	Verhulst_LaatsteLiefdeVan	100	2	"Schoendozen vol kortingsbonnen bezat ze , die ze bewaarde in de kast waar ook de koekjestrommel vol mantelknopen zat ."
